cellLine,drug,ic50_CCLE,auc_CCLE,ic50_GDSC,auc_GDSC
HuP-T4,Nutlin-3,8,0.115,585.35295080029,0.00392899999999996
IA-LM,Nutlin-3,8,0,780.639925005849,0.00390100000000004
IGROV-1,Nutlin-3,8,0.0352625,12.6572731180936,0.095745
IPC-298,Nutlin-3,8,0,442.486077200805,0.00489300000000004
IST-MES1,Nutlin-3,8,0.104225,4.41411340667515,0.167993
J82,Nutlin-3,8,0.021575,245.55427445245,0.005525
JVM-3,Nutlin-3,0.271995178,0.280875,1.98013297194608,0.26461
KALS-1,Nutlin-3,8,0.0204625,29.9599053670249,0.046907
KARPAS-299,Nutlin-3,8,0.023275,136.267927108995,0.033011
KARPAS-422,Nutlin-3,8,0.008375,351.219716302964,0.00785100000000005
KG-1,Nutlin-3,8,0,147.423883718849,0.019651
KLE,Nutlin-3,8,0.062175,632.03261574076,0.00436899999999996
KNS-42,Nutlin-3,8,0.00445,430.318658279398,0.00673000000000001
KNS-62,Nutlin-3,8,0,733.625734448129,0.00362700000000005
KNS-81-FD,Nutlin-3,8,0.0424625,6.76494411035296,0.14365
KP-4,Nutlin-3,8,0.0268875,155.679592362153,0.010897
KU812,Nutlin-3,8,0,70.2642405411483,0.039313
KURAMOCHI,Nutlin-3,8,0.0397125,772.851560696158,0.00388200000000005
KYSE-140,Nutlin-3,8,0.0418333333333333,881.293751512073,0.00357399999999997
KYSE-150,Nutlin-3,8,0,98.2743443794007,0.0436839999999999
KYSE-180,Nutlin-3,8,0.0677571428571429,509.56682395011,0.00622100000000003
KYSE-410,Nutlin-3,8,0,144.505995783055,0.031224
KYSE-450,Nutlin-3,8,0.010775,869.361470302347,0.002556
KYSE-510,Nutlin-3,8,0.0677625,504.674163379501,0.006355
KYSE-520,Nutlin-3,8,0.0346,330.94625811349,0.010122
KYSE-70,Nutlin-3,8,0.110375,148.267933719239,0.033474
L-363,Nutlin-3,8,0,64.4476328345966,0.036416
L-428,Nutlin-3,8,0.024175,624.93334746905,0.00401799999999997
LCLC-103H,Nutlin-3,8,0,138.93997425932,0.01215
LOXIMVI,Nutlin-3,8,0.0653,3.85674668354387,0.194312
LP-1,Nutlin-3,8,0,204.234531969315,0.018695
LS-123,Nutlin-3,8,0,293.323178659891,0.01117
LS-411N,Nutlin-3,8,0.0270125,769.998063569683,0.00344900000000004
LS-513,Nutlin-3,8,0.0692375,6.79025842165312,0.128334
LU-99A,Nutlin-3,8,0.07247125,35.0007328555429,0.0399969999999999
M059J,Nutlin-3,8,0.0123,434.115661609677,0.00756999999999997
MC116,Nutlin-3,8,0,1077.18668488048,0.00249200000000005
MCF7,Nutlin-3,8,0.047125,5.44243733472694,0.142365
MDA-MB-157,Nutlin-3,8,0,112.537106183068,0.026935
MDA-MB-175-VII,Nutlin-3,8,0,14.7110512934028,0.085295
MDA-MB-415,Nutlin-3,8,0,534.176869279747,0.00403500000000001
MDA-MB-453,Nutlin-3,8,0,734.962884015737,0.00376699999999996
MDA-MB-468,Nutlin-3,8,0.10988625,693.753007370696,0.00375599999999998
MEG-01,Nutlin-3,8,0.0301625,182.985881574665,0.013744
MEL-HO,Nutlin-3,8,0,5.85667478675968,0.139633
MES-SA,Nutlin-3,8,0.0748625,10.2970556999742,0.084796
Mewo,Nutlin-3,8,0,137.044953535191,0.009853
MFE-280,Nutlin-3,8,0.0411625,788.824608349937,0.00361999999999996
MFE-296,Nutlin-3,8,0.096525,27.0998718746016,0.130362
MG-63,Nutlin-3,8,0.0164625,496.713797467953,0.00500699999999998
MHH-ES-1,Nutlin-3,8,0.1026,495.412128999301,0.00659200000000004
MIA-PaCa-2,Nutlin-3,8,0.0118375,484.247916621951,0.00715399999999999
MKN45,Nutlin-3,7.562559605,0.149125,8.26601887882542,0.081327
MKN7,Nutlin-3,8,0,846.22730030279,0.00355700000000003
MOLT-16,Nutlin-3,3.664028168,0.0433,1.78604200283051,0.263558
MPP-89,Nutlin-3,8,0.024725,798.025059628519,0.003498
MSTO-211H,Nutlin-3,3.372504234,0.1140525,2.57451457041353,0.25234
NCI-H1048,Nutlin-3,8,0,707.549788868258,0.00400500000000004
NCI-H1092,Nutlin-3,8,0.03335,952.33798686186,0.00235799999999997
NCI-H1155,Nutlin-3,8,0.0767875,942.863951291618,0.00348000000000004
NCI-H1299,Nutlin-3,8,0.1191,187.813791266175,0.00994899999999999
NCI-H1355,Nutlin-3,8,0.134425,193.804515697907,0.00949500000000003
NCI-H1563,Nutlin-3,8,0.0584875,13.4201861159763,0.103013
NCI-H1573,Nutlin-3,8,0.07825,35.8818285921961,0.043331
NCI-H1581,Nutlin-3,8,0,203.032283821351,0.00747100000000001
NCI-H1648,Nutlin-3,8,0.0267375,144.549209535928,0.011254
NCI-H1650,Nutlin-3,8,0.076075,7.39227842980687,0.108444
NCI-H1651,Nutlin-3,8,0.0073375,566.923287976193,0.00618700000000005
NCI-H1666,Nutlin-3,8,0.166,15.9398776870779,0.052928
NCI-H1693,Nutlin-3,8,0.03325,225.04356372079,0.00672600000000001
NCI-H1694,Nutlin-3,8,0,453.173475363714,0.00671999999999995
NCI-H1703,Nutlin-3,8,0.04075,49.8620902699765,0.0910339999999999
NCI-H1792,Nutlin-3,8,0.0635625,632.270936957621,0.00435399999999997
NCI-H1793,Nutlin-3,8,0.15015,149.312436529356,0.00992499999999996
NCI-H1975,Nutlin-3,8,0.0203625,916.670423181232,0.00211399999999995
NCI-H2009,Nutlin-3,8,0,248.209711568352,0.016303
NCI-H2030,Nutlin-3,8,0.0196375,152.532852640929,0.00875199999999998
NCI-H2052,Nutlin-3,8,0.086925,27.5684223509065,0.058212
NCI-H2087,Nutlin-3,8,0.0294125,45.0232939872541,0.134911
NCI-H2122,Nutlin-3,4.599129598,0.1035,6.58792876885127,0.090244
NCI-H2170,Nutlin-3,8,0,197.918236808998,0.00702400000000003
NCI-H2228,Nutlin-3,8,0.0623,202.998380260979,0.00732999999999995
NCI-H226,Nutlin-3,8,0.0837625,8.21121579837118,0.182806
NCI-H23,Nutlin-3,8,0.06655,121.067591854522,0.033987
NCI-H2452,Nutlin-3,8,0.0960375,772.484543378342,0.00362399999999996
NCI-H28,Nutlin-3,8,0.0434625,4.62717254439474,0.169341
NCI-H358,Nutlin-3,8,0.02055,7.44878550768705,0.093851
NCI-H441,Nutlin-3,8,0.0873,37.0690726253811,0.0767949999999999
NCI-H460,Nutlin-3,8,0.0147725,4.91126722923284,0.170465
NCI-H520,Nutlin-3,8,0.0491125,312.718367141568,0.011474
NCI-H522,Nutlin-3,8,0.0171125,265.859772838824,0.00541899999999995
NCI-H650,Nutlin-3,8,0,705.470530968365,0.00390599999999997
NCI-H661,Nutlin-3,8,0,61.0048274764387,0.041322
NCI-H727,Nutlin-3,8,0.0131,465.901854834173,0.00671299999999997
NCI-H747,Nutlin-3,8,0,22.7378514370575,0.128423
NCI-H810,Nutlin-3,8,0.03044625,1088.73636004393,0.00223700000000004
NCI-N87,Nutlin-3,8,0,386.453673783952,0.00768899999999995
OVCAR-3,Nutlin-3,8,0,39.3181403936067,0.05984
NUGC-3,Nutlin-3,8,0.07495,163.670293703166,0.00982099999999997
OC-314,Nutlin-3,8,0.000312500000000001,941.74355226275,0.00257499999999999
OCI-AML2,Nutlin-3,6.549625874,0.0636125,5.3576583252207,0.133949
OE33,Nutlin-3,8,0,1015.61538662868,0.00255799999999995
ONS-76,Nutlin-3,8,0.0316,5.57009439035847,0.181616
OPM-2,Nutlin-3,8,0,1194.86441777512,0.00207500000000005
OVCAR-4,Nutlin-3,8,0.097375,86.3939802197341,0.024209
OVCAR-8,Nutlin-3,8,0.000360000000000001,587.331854530874,0.006193
P12-ICHIKAWA,Nutlin-3,8,0.0225375,631.373749381079,0.00560899999999998
P31-FUJ,Nutlin-3,8,0.0105125,820.895649771647,0.00375300000000001
Panc 03.27,Nutlin-3,8,0,479.555675903967,0.00627
Panc 10.05,Nutlin-3,8,0.066225,302.508386181296,0.00392800000000004
PC-14,Nutlin-3,8,0.0069875,631.448887327874,0.00436899999999996
PC-3,Nutlin-3,8,0,268.31348041975,0.00617100000000004
PSN1,Nutlin-3,8,0.04375,559.62504669448,0.00491900000000001
Raji,Nutlin-3,8,0.024375,374.33533000633,0.00684399999999996
RD,Nutlin-3,8,0.0578625,236.380312120118,0.00572399999999995
REH,Nutlin-3,7.587461948,0.0497875,7.18086608185927,0.10507
RERF-LC-MS,Nutlin-3,8,0.022825,845.499857669696,0.00355700000000003
RKO,Nutlin-3,8,0.0700875,3.53936028371307,0.221952
RL95-2,Nutlin-3,8,0.122125,305.611901123183,0.0125960000000001
RPMI-7951,Nutlin-3,8,0,255.666024254059,0.013135
RPMI-8402,Nutlin-3,8,0.060025,204.348935337172,0.017143
RT-112,Nutlin-3,8,0.092975,105.191342364328,0.032529
RT4,Nutlin-3,8,0.051375,689.376799265744,0.00397899999999995
RVH-421,Nutlin-3,8,0.081,6.42427638798151,0.178284
Saos-2,Nutlin-3,8,0.012825,724.954576653373,0.00382400000000005
SBC-5,Nutlin-3,8,0.0536875,371.489277120126,0.011259
SCC-25,Nutlin-3,8,0.063325,634.95682217118,0.004251
SCC-9,Nutlin-3,8,0,398.080003936709,0.00747200000000003
SF126,Nutlin-3,8,0.0180375,584.705323611539,0.00587499999999996
SF295,Nutlin-3,8,0.02005,105.522689906961,0.0412360000000001
SHP-77,Nutlin-3,8,0,12.5573857694369,0.157583
SIMA,Nutlin-3,8,0,12.8091146558063,0.098685
SJRH30,Nutlin-3,8,0.028225,310.917934141824,0.011578
SJSA-1,Nutlin-3,6.456521988,0.1356375,2.82555837518504,0.177312
SK-CO-1,Nutlin-3,8,0.047025,8.60769008814454,0.111439
SK-HEP-1,Nutlin-3,8,0,3.74296845067683,0.22777
SK-LMS-1,Nutlin-3,8,0.13643375,401.617040901122,0.00692800000000005
SK-LU-1,Nutlin-3,8,0.0366225,23.3523821924256,0.106417
SK-MEL-2,Nutlin-3,8,0.1875,792.466314907898,0.00353199999999998
SK-MEL-24,Nutlin-3,8,0.0580625,9.55855915786444,0.058155
SK-MEL-30,Nutlin-3,8,0.01669875,9.94476219496072,0.125278
SK-MEL-5,Nutlin-3,8,0.1442125,7.00603555711451,0.14075
SK-MES-1,Nutlin-3,8,0.133775,177.008366532163,0.022595
SK-MM-2,Nutlin-3,8,0,1282.01841288208,0.00198799999999999
SK-N-AS,Nutlin-3,8,0.034075,1407.21802153006,0.00209599999999999
SK-N-DZ,Nutlin-3,8,0.0163,231.743231968477,0.013336
SK-N-FI,Nutlin-3,8,0,332.145126029709,0.011203
SK-OV-3,Nutlin-3,8,0.04275,804.796137496031,0.003633
SNG-M,Nutlin-3,8,0.0584625,5.52793318642321,0.156801
NCI-SNU-1,Nutlin-3,3.713325739,0.159575,72.8607437892472,0.04443
NCI-SNU-16,Nutlin-3,8,0.00255,334.425120666699,0.010213
SNU-387,Nutlin-3,8,0.0288375,979.515439603472,0.002471
SNU-423,Nutlin-3,8,0.0377,1034.01338514594,0.00207999999999997
SNU-449,Nutlin-3,8,0.069675,808.369293081193,0.00399000000000005
SNU-C2B,Nutlin-3,8,0,41.5084491296561,0.056535
SUP-T1,Nutlin-3,8,0,220.994099043359,0.024635
SW1088,Nutlin-3,8,0,32.9800555010514,0.058111
SW1417,Nutlin-3,8,0,149.265709049954,0.021135
SW1573,Nutlin-3,8,0.0636,12.308634401934,0.0705440000000001
SW1990,Nutlin-3,8,0.1451625,325.255816370058,0.00343000000000004
SW48,Nutlin-3,8,0.0949875,15.9515818522033,0.069628
SW620,Nutlin-3,8,0.066925,1107.00339549675,0.00215299999999996
SW780,Nutlin-3,8,0.073725,2.50883123180919,0.245956
SW900,Nutlin-3,8,0,16.9131766235182,0.060341
T-24,Nutlin-3,8,0.0366375,138.285861114623,0.02851
T47D,Nutlin-3,8,0.0713875,63.0345507080886,0.039156
T84,Nutlin-3,8,0.0332375,781.839909282656,0.00342399999999998
T98G,Nutlin-3,8,0.0597375,373.169597017673,0.011112
TCCSUP,Nutlin-3,8,0,359.854218203043,0.01035
TE-1,Nutlin-3,8,0.0563,1042.22069571792,0.002216
TE-11,Nutlin-3,0.006018947,0.17365,91.7191325172867,0.035921
TE-15,Nutlin-3,8,0.061175,350.142424901291,0.00822400000000001
TE-5,Nutlin-3,8,0.0361575,154.473876824539,0.017294
TE-9,Nutlin-3,8,0,375.140641627927,0.00824800000000003
TYK-nu,Nutlin-3,8,0,317.781169604083,0.012491
U-118-MG,Nutlin-3,8,0,378.866537778177,0.00727599999999995
U-2-OS,Nutlin-3,8,0.0869625,2.91069533681752,0.149981
U-87-MG,Nutlin-3,8,0.02095,684.456436569645,0.00395400000000001
UACC-257,Nutlin-3,8,0.0811625,11.8694871247423,0.108569
UACC-62,Nutlin-3,8,0.107075,17.7636991260441,0.098817
UM-UC-3,Nutlin-3,8,0.03895,290.256785956561,0.00581900000000002
VMRC-RCZ,Nutlin-3,8,0.0241625,518.980339009316,0.00727999999999995
WM-115,Nutlin-3,8,0.046525,6.93230243690984,0.148607
YKG-1,Nutlin-3,8,0.0238,166.572391714345,0.019712
ZR-75-30,Nutlin-3,8,0.025375,302.179436038458,0.00853999999999999
697,AZD0530,7.261883259,0.1011375,13.2700683626497,0.045913
8-MG-BA,AZD0530,4.491486549,0.2001375,80.0564491323793,0.00964699999999996
A253,AZD0530,8,0.1128125,35.7428768379812,0.0237000000000001
BL-41,AZD0530,8,0,155.845946984352,0.00688500000000003
BL-70,AZD0530,1.689039111,0.22651375,2.47421704371754,0.12265
BT-474,AZD0530,3.093749285,0.1659375,79.5656128388714,0.025552
C2BBe1,AZD0530,0.985270083,0.2356625,1.20507282403461,0.139848
Calu-6,AZD0530,4.705996513,0.1686,52.6443015471656,0.020048
CAS-1,AZD0530,8,0.1109125,131.313947254877,0.00727900000000004
COLO-320-HSR,AZD0530,8,0.0837,28.0373345835466,0.025989
DEL,AZD0530,3.8337152,0.123725,42.0522545115185,0.016083
DMS-114,AZD0530,8,0.110625,239.175119213405,0.015665
DOHH-2,AZD0530,8,0,1.71781648692231,0.117737
EB2,AZD0530,8,0.0446625,303.440031138819,0.00344100000000003
EM-2,AZD0530,0.209947765,0.485,0.265004360079786,0.310333
GB-1,AZD0530,8,0.180575,1.79833457410825,0.128566
GCIY,AZD0530,1.768510461,0.1834875,2.87004583492171,0.118783
GI-1,AZD0530,8,0.029925,2.16083776355925,0.13967
HCC1187,AZD0530,8,0.0896,181.822511552696,0.00627699999999998
HD-MY-Z,AZD0530,8,0.0470875,210.412102374364,0.013212
HH,AZD0530,8,0,20.0099369967004,0.032973
HT,AZD0530,8,0.024825,439.115729911775,0.000962000000000018
HT-144,AZD0530,8,0.0252525,42.1676356889068,0.022988
IA-LM,AZD0530,8,0.0024375,128.186469910848,0.00504499999999997
IST-MES1,AZD0530,3.901444197,0.057875,57.9637607144552,0.0104300000000001
JVM-3,AZD0530,8,0.13875,277.021743639467,0.00217800000000001
KALS-1,AZD0530,8,0.094575,1.9872186544168,0.147345
KARPAS-299,AZD0530,8,0.020875,615.815250173842,0.000959000000000043
KARPAS-422,AZD0530,8,0.059875,47.0895449124093,0.014421
KG-1,AZD0530,8,0,452.725508352781,0.000952999999999982
KLE,AZD0530,8,0.1736625,6.78377003654427,0.06755
KNS-42,AZD0530,8,0,3.64999938828049,0.093757
KNS-81-FD,AZD0530,8,0.0724125,270.17016467017,0.00224899999999995
K052,AZD0530,8,0,539.243375209242,0.00094099999999997
KU812,AZD0530,0.471688002,0.39525,3.0529856089468,0.051252
KURAMOCHI,AZD0530,8,0.13125,4.65255718174321,0.092081
L-363,AZD0530,7.322373867,0.0957875,361.516975860603,0.00214199999999998
L-428,AZD0530,8,0.031325,546.949786380078,0.000973000000000002
LOXIMVI,AZD0530,2.388597727,0.1569875,33.7927742483421,0.044807
LP-1,AZD0530,8,0,598.796016469021,0.00096099999999999
LS-123,AZD0530,8,0.1128,5.49684339886546,0.07097
LS-411N,AZD0530,8,0.0213625,221.985485698845,0.00256000000000001
LS-513,AZD0530,8,0,290.348521594391,0.00212800000000002
MC116,AZD0530,8,0,172.010582313612,0.00711899999999999
MEG-01,AZD0530,1.165203691,0.326625,0.236880377868625,0.32888
MPP-89,AZD0530,8,0.033925,23.2289187434115,0.047142
MSTO-211H,AZD0530,8,0.0913375,2.3572271692871,0.070066
NCI-H1092,AZD0530,8,0,111.374789970228,0.00643000000000005
NCI-H1155,AZD0530,8,0.1698,492.461852126017,0.00098100000000001
NCI-H1299,AZD0530,8,0.0986875,118.492657899303,0.0593399999999999
NCI-H1355,AZD0530,8,0.127675,11.1805985068322,0.056653
NCI-H1581,AZD0530,8,0,229.40224705391,0.00355300000000003
NCI-H1648,AZD0530,8,0,0.281158700108788,0.347173
NCI-H1666,AZD0530,1.702454567,0.1809625,531.270336512466,0.000971999999999973
NCI-H1694,AZD0530,8,0,87.9947364833367,0.046634
NCI-H1975,AZD0530,8,0.1390375,1.99555857775123,0.11474
NCI-H226,AZD0530,8,0.006125,271.682743133397,0.018906
NCI-H23,AZD0530,8,0.000375,634.02919355891,0.000971999999999973
NCI-H747,AZD0530,8,0.17165,2.25714332893631,0.128686
OCI-AML2,AZD0530,8,0.02946625,318.927881365054,0.00213200000000002
ONS-76,AZD0530,8,0.0909857142857143,194.905728874711,0.00368500000000005
OPM-2,AZD0530,8,0.067025,295.55501633281,0.002081
OVCAR-4,AZD0530,8,0.119875,3.73433217229763,0.064461
P31-FUJ,AZD0530,8,0,431.994561912772,0.000975999999999977
PSN1,AZD0530,8,0.041775,47.7813310786702,0.013952
Raji,AZD0530,8,0,224.125911759097,0.003409
REH,AZD0530,8,0,179.25744270777,0.0170630000000001
RKO,AZD0530,8,0.097675,59.9999062667472,0.01359
RL95-2,AZD0530,2.097080231,0.2014125,1.66902395920155,0.125218
RPMI-8402,AZD0530,7.867946148,0.1096375,11.1780272648798,0.036148
SF126,AZD0530,8,0.0951375,3.31174089077181,0.117443
SHP-77,AZD0530,8,0,170.959553622161,0.0572780000000001
SIG-M5,AZD0530,8,0.232625,120.703967703122,0.00448999999999999
SIMA,AZD0530,8,0.042375,242.900768534842,0.00576500000000002
SJSA-1,AZD0530,8,0.1082625,66.1654219868277,0.01351
SK-LMS-1,AZD0530,8,0.1240875,182.733900684562,0.003992
SK-MEL-2,AZD0530,8,0,198.36821988718,0.00375899999999996
SK-MM-2,AZD0530,4.408838749,0.203175,453.637309039485,0.000905000000000045
SK-N-DZ,AZD0530,8,0.1549375,1.84688050071793,0.116815
SK-N-FI,AZD0530,8,0.00214285714285715,192.918727658063,0.00425500000000001
NCI-SNU-1,AZD0530,8,0.0513125,805.195415392962,0.056891
NCI-SNU-16,AZD0530,8,0,371.335141055567,0.000941999999999998
SNU-C2B,AZD0530,8,0.0938625,7.82737339732914,0.100156
SUP-T1,AZD0530,8,0.0241875,355.782290413302,0.002077
TE-1,AZD0530,7.190616608,0.1395,1.4410456559012,0.166949
TE-11,AZD0530,1.533730626,0.299625,1.43417532843499,0.153421
TE-15,AZD0530,1.926496029,0.267125,0.274116796176671,0.346327
TE-5,AZD0530,8,0.0564625,33.0362023147858,0.0215070000000001
TE-9,AZD0530,5.475279808,0.20325,43.4596099557131,0.018753
U-87-MG,AZD0530,8,0,272.522996127112,0.00243499999999996
UACC-257,AZD0530,8,0.034585,93.1750516781005,0.0113760000000001
UACC-812,AZD0530,3.755201817,0.0736675,95.1907715882118,0.07995
697,Crizotinib,2.389772177,0.1758375,9.24329108252688,0.057744
8-MG-BA,Crizotinib,8,0,166.333531755245,0.004
A253,Crizotinib,8,0.01435,169.141729574595,0.00442100000000001
BL-41,Crizotinib,6.840538502,0.1418125,85.0266723822477,0.054177
BL-70,Crizotinib,4.058927536,0.0886625,155.090683394523,0.00355000000000005
BT-474,Crizotinib,8,0.0306375,371.584762133645,0.00221499999999997
C2BBe1,Crizotinib,8,0.0167,111.005971814967,0.00537900000000002
Calu-6,Crizotinib,3.92736125,0.1032125,119.753684010816,0.00739999999999996
CAS-1,Crizotinib,8,0.10207375,66.292382753791,0.012538
COLO-320-HSR,Crizotinib,6.692833424,0.1331625,113.399502028393,0.009266
DEL,Crizotinib,0.205509141,0.438525,0.369899474795538,0.296798
DMS-114,Crizotinib,6.143882275,0.27875,211.287127019514,0.00380499999999995
DOHH-2,Crizotinib,8,0.0618625,31.5892856061039,0.039564
EB2,Crizotinib,8,0,338.373055048265,0.00206200000000001
EM-2,Crizotinib,0.769372761,0.334875,0.601337462720155,0.196857
GB-1,Crizotinib,4.514036179,0.031675,35.0468591882366,0.019251
GCIY,Crizotinib,8,0.044575,61.7743358065127,0.012665
GI-1,Crizotinib,8,0.1199625,2.49658550419625,0.112224
HCC1187,Crizotinib,8,0,12.2040882736279,0.049617
HD-MY-Z,Crizotinib,4.283397675,0.1091625,147.188782860823,0.012653
HH,Crizotinib,8,0,24.0030042596665,0.019796
HT,Crizotinib,3.295681238,0.12535,188.93026902041,0.00622699999999998
HT-144,Crizotinib,8,0.0640125,46.7260114510597,0.015527
IA-LM,Crizotinib,8,0,151.516722743032,0.00442799999999999
IST-MES1,Crizotinib,8,0.034675,79.0625253852461,0.011661
JVM-3,Crizotinib,4.957866192,0.0729125,376.138339528395,0.00217800000000001
KALS-1,Crizotinib,8,0.0665,84.1653233734047,0.014485
KARPAS-299,Crizotinib,2.425685883,0.19105,1.40861365879675,0.132124
KARPAS-422,Crizotinib,8,0.01285,14.5125675264712,0.023688
KG-1,Crizotinib,1.797705996,0.0715125,194.352204466591,0.00240200000000002
KLE,Crizotinib,8,0,185.511523238087,0.00380999999999998
KNS-42,Crizotinib,8,0,16.7273817089775,0.048925
KNS-81-FD,Crizotinib,8,0.0198875,9.69652913168321,0.056718
K052,Crizotinib,2.383868933,0.1779875,78.4059643221192,0.00798500000000002
KU812,Crizotinib,1.890639901,0.23625,10.299115317069,0.030857
KURAMOCHI,Crizotinib,8,0.0051875,59.7885397730703,0.013011
L-363,Crizotinib,1.53984499,0.210675,239.557866153655,0.047756
L-428,Crizotinib,8,0.0769125,51.5829917033819,0.027813
LOXIMVI,Crizotinib,5.29121542,0.0809625,317.759878978964,0.002077
LP-1,Crizotinib,0.414755989,0.1988125,25.6550645379549,0.016253
LS-123,Crizotinib,8,0.07,189.735500565682,0.00395000000000001
LS-411N,Crizotinib,8,0.0017375,10.0566489216652,0.057689
LS-513,Crizotinib,7.25318718,0,28.1807465975503,0.014498
MC116,Crizotinib,8,0,21.7220744662315,0.024179
MEG-01,Crizotinib,2.577986002,0.1579125,0.8576638838589,0.165349
MPP-89,Crizotinib,8,0.1104,34.1755679040213,0.029905
MSTO-211H,Crizotinib,4.273801327,0.1146375,407.324840088709,0.000958000000000014
NCI-H1092,Crizotinib,8,0.05176125,231.57296327439,0.00242900000000001
NCI-H1155,Crizotinib,2.580640793,0.1330875,422.323243212406,0.000986000000000042
NCI-H1299,Crizotinib,8,0.0843375,194.766615853553,0.00889300000000004
NCI-H1355,Crizotinib,7.687539101,0.1301125,141.480797335808,0.00597199999999998
NCI-H1581,Crizotinib,8,0.038625,30.3975496030325,0.01953
NCI-H1648,Crizotinib,8,0,16.2539507125664,0.039697
NCI-H1666,Crizotinib,8,0.1924875,438.497013030507,0.000975999999999977
NCI-H1694,Crizotinib,8,0,112.634605528146,0.00705100000000003
NCI-H1975,Crizotinib,8,0.037125,96.7107920843645,0.00804000000000005
NCI-H226,Crizotinib,8,0,208.106506681266,0.00391300000000006
NCI-H23,Crizotinib,8,0.1137,275.175479105008,0.00247399999999998
NCI-H747,Crizotinib,6.117981911,0.0878125,36.1368817886997,0.017496
OCI-AML2,Crizotinib,4.002520084,0.140125,354.040743095096,0.00214099999999995
ONS-76,Crizotinib,8,0.0139375,42.488268392441,0.028446
OPM-2,Crizotinib,8,0.0028875,14.4085387558289,0.030394
OVCAR-4,Crizotinib,8,0,63.7573199377582,0.017177
P31-FUJ,Crizotinib,8,0.142075,525.4536580319,0.000974999999999948
PSN1,Crizotinib,8,0,59.7312897790933,0.013538
Raji,Crizotinib,8,0,114.138999554893,0.00719599999999998
REH,Crizotinib,6.671482563,0.106325,438.017997624872,0.00110500000000002
RKO,Crizotinib,5.508096218,0.13515,72.1056208257108,0.012765
RL95-2,Crizotinib,4.404100418,0.093625,16.397780658966,0.037565
RPMI-8402,Crizotinib,5.304725647,0.0738875,10.1159663258372,0.059743
SF126,Crizotinib,8,0.0463,89.0196382601572,0.00798100000000002
SHP-77,Crizotinib,8,0,210.191495807347,0.00379099999999999
SIG-M5,Crizotinib,2.855001211,0.1313125,17.1902609565848,0.02586
SIMA,Crizotinib,8,0,389.707321618062,0.000940000000000052
SJSA-1,Crizotinib,5.97356987,0.0257125,97.612347823325,0.00809400000000005
SK-LMS-1,Crizotinib,6.123247147,0.160675,1.7686720309569,0.185326
SK-MEL-2,Crizotinib,8,0,120.618418920647,0.00967499999999999
SK-MM-2,Crizotinib,8,0.0846575,40.1146257606623,0.024299
SK-N-DZ,Crizotinib,2.908520937,0.14305,12.0436072441029,0.036537
SK-N-FI,Crizotinib,8,0,168.68718104965,0.01306
NCI-SNU-1,Crizotinib,4.377726555,0.0886375,400.413194421991,0.067962
NCI-SNU-16,Crizotinib,6.721786976,0.083825,49.2142885983217,0.023029
SNU-C2B,Crizotinib,8,0.0118875,55.3800820874637,0.019017
SUP-T1,Crizotinib,8,0,216.6224550967,0.00370599999999999
TE-1,Crizotinib,8,0.0555125,100.224733549328,0.00768000000000002
TE-11,Crizotinib,7.283445358,0.1330625,58.3090317568406,0.013672
TE-15,Crizotinib,8,0,35.2237651111787,0.020319
TE-5,Crizotinib,8,0.0047375,149.838642735074,0.00613900000000001
TE-9,Crizotinib,8,0,156.306371319947,0.00430799999999998
U-87-MG,Crizotinib,8,0.059175,133.657291797433,0.0326379999999999
UACC-257,Crizotinib,8,0,64.1216461263543,0.013639
UACC-812,Crizotinib,8,0,109.723328289345,0.00638000000000005
697,Sorafenib,6.38256073,0.10085,7.05989373717335,0.13229
8-MG-BA,Sorafenib,8,0,136.719584534892,0.008378
A253,Sorafenib,8,0,34.229642211354,0.032823
BL-41,Sorafenib,8,0,134.856466268392,0.012154
BL-70,Sorafenib,8,0,200.004726746247,0.00575999999999999
BT-474,Sorafenib,6.462950706,0.104328571428571,290.367104494419,0.00435700000000006
C2BBe1,Sorafenib,8,0,24.3238901224679,0.032868
Calu-6,Sorafenib,8,0.068875,13.604586792015,0.068926
CAS-1,Sorafenib,8,0,159.882312865891,0.0103799999999999
COLO-320-HSR,Sorafenib,6.673327446,0.1058375,33.1602543293185,0.040205
DEL,Sorafenib,4.307482243,0.1946375,12.0984700202444,0.079917
DMS-114,Sorafenib,7.832852364,0.0800125,10.5440529546299,0.05641
DOHH-2,Sorafenib,0.066550392,0.14125,7.05675984013067,0.0900879999999999
EB2,Sorafenib,8,0,85.0014232102379,0.013481
EM-2,Sorafenib,2.948649883,0.086625,1.35577602151327,0.216537
GB-1,Sorafenib,6.686256886,0.1711875,104.261586918093,0.0137
GCIY,Sorafenib,8,0,165.637886666163,0.010729
GI-1,Sorafenib,8,0.0492125,202.319878130216,0.00731999999999999
HCC1187,Sorafenib,8,0,68.5815124090317,0.0632509999999999
HD-MY-Z,Sorafenib,7.934947491,0.1006,8.63745517931869,0.0458190000000001
HH,Sorafenib,3.383168946,0.0915625,11.3875767225595,0.055335
HT,Sorafenib,6.917999744,0.1421625,96.7435826005596,0.012236
HT-144,Sorafenib,8,0.0577875,17.0059451903693,0.047272
IST-MES1,Sorafenib,8,0.1286875,40.3095736381819,0.041372
JVM-3,Sorafenib,6.987101078,0.00775,369.990748029516,0.002502
KALS-1,Sorafenib,8,0,197.799521485071,0.00728300000000004
